customer_id,date,campaign_group,campaign_start_date,email_opened,clicked_offer,applied_for_card,card_activated,monthly_card_spend,revenue_generated
CUST000001,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000002,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000003,2024-04-02,Control,2024-07-01,0,0,1,1,373.34,7.47
CUST000004,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000005,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000006,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000007,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000008,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000009,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000010,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000011,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000012,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000013,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000014,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000015,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000016,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000017,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000018,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000019,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000020,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000021,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000022,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000023,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000024,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000025,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000026,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000027,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000028,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000029,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000030,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000031,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000032,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000033,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000034,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000035,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000036,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000037,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000038,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000039,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000040,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000041,2024-04-02,Treatment,2024-07-01,1,0,0,0,0.0,0.0
CUST000042,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000043,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000044,2024-04-02,Treatment,2024-07-01,0,0,0,0,0.0,0.0
CUST000045,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000046,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000047,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000048,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000049,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000050,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000051,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
CUST000052,2024-04-02,Control,2024-07-01,0,0,0,0,0.0,0.0
